"x","y"
1,0.0252451908034017
2,0.0222152205528152
3,0.0249328796474162
4,0.0247478427404306
5,0.0252810522036058
6,0.0246184841338115
7,0.0220434375961044
8,0.0269332985695006
9,0.0241382664398792
10,0.0184370370284293
11,0.0217864182490139
12,0.0299706578479388
13,0.0275294793875256
14,0.0152192211990413
15,0.0274491064144394
16,0.0298509206286398
17,0.025231377890643
18,0.0272387884899459
19,0.0205497791144544
20,0.0193162891242022
21,0.0272770088164997
22,0.0300451350034357
23,0.0244999071173177
24,0.0223715492428582
25,0.0228538384872011
26,0.026019197947874
27,0.0249985191444837
28,0.0248733881006767
29,0.0279403127339338
30,0.0304437614319695
31,0.0282660000148932
32,0.0278931497627685
33,0.0329356013364005
34,0.0329575507219735
35,0.0298993191854296
36,0.0352122538378101
37,0.033270848925907
38,0.0307070653633108
39,0.0252440124966719
40,0.0325240088078998
41,0.0269589613804541
42,0.0330097562782154
43,0.0245086315994659
44,0.0359284184233504
45,0.0377371072163128
46,0.0246711299493615
47,0.0327362323724239
48,0.0319494088355291
49,0.0331545533618316
50,0.0314578014468886
51,0.0299993598858517
52,0.0349407451969783
53,0.0321839150164132
54,0.0359209028482853
55,0.0407209138174445
56,0.0406234028760945
57,0.0406954517954253
58,0.0356838072867632
59,0.0226554560296206
60,0.0334932924762151
61,0.0250029845718512
62,0.038146840898829
63,0.0401796005435873
64,0.0332093664479074
65,0.0255346441516005
66,0.038244099873111
67,0.0300373188385779
68,0.0419024763492909
69,0.0293848060433499
70,0.019765710447639
71,0.0299547896314909
72,0.0277619615551475
73,0.0311711607583224
74,0.0400813718985961
75,0.0382091480339231
76,0.0419527568103178
77,0.032577066266749
78,0.0406564373349106
79,0.0305403113809983
80,0.038845721324059
81,0.0390847554577785
82,0.0485093166895264
83,0.0305686613436867
84,0.0376351041736471
85,0.038022462005678
86,0.0380058074086018
87,0.0361156143369384
88,0.0520205205458142
89,0.0429302515686487
90,0.0573901554573203
91,0.0470218275822143
92,0.0375858914550612
93,0.0351964338524605
94,0.0405426416241407
95,0.0403619774026746
96,0.0510172199235662
97,0.0483770078761065
98,0.0379670480980819
99,0.0361013379683895
100,0.0433099039955098
101,0.0356609754049146
102,0.0494028016491034
103,0.0438368394436986
104,0.0436414471609839
105,0.0457035976343397
106,0.060117727317227
107,0.0380555696559748
108,0.0348911288936864
109,0.0430852214759169
110,0.0435796009453082
111,0.0377372130973127
112,0.0354491975951281
113,0.0467483354962344
114,0.0518057273288408
115,0.0510308680222352
116,0.0434862827565123
